Title,Genre
Down Twisted (1987),Action|Adventure|Crime
Encore (1951),Comedy|Drama
Escape from Crime (1942),Crime|Drama
Escape in the Fog (1945),Crime|Drama|Film-Noir
Esther and the King (1960),Biography|Drama|History
Even Angels Eat Beans (1973),Action|Comedy|Crime
Everybody Has a Plan (2012),Crime|Drama|Thriller
Everyday Sunshine: The Story of Fishbone (2010),Documentary|Music
Ex-Lady (1933),Comedy|Drama
Exit to Hell (2013),Action|Horror|Thriller
La posesiÌ_n de Emma Evans (2010),Horror
Eye of the Hurricane (2012),Drama
Eyeball (1975),Mystery|Thriller
Face of Fire (1959),Drama
Face the Music (1993),Comedy|Drama
Falling Awake (2009),Romance|Thriller
Nick Offerman: American Ham (2014),Documentary|Comedy
Lemon Tree Passage (2015),Horror|Mystery|Thriller
Myrsky (2008),Drama|Family
Seventh Son (2014),Action|Adventure|Fantasy
Gloss (2007),Comedy|Drama
"Istoriya Asi Klyachinoy, kotoraya lyubila, da ne vyshla zamuzh (1966)",Drama|Romance
Out of the Ashes (2003),Drama
The Prophecy: Forsaken (2005),Fantasy|Horror|Thriller
National Gallery (2014),Documentary
SÌ©ptimo (2013),Crime|Mystery|Thriller
"Rakkaudella, Maire (1999)",Drama|Thriller
Heatstroke (2013),Action|Drama|Thriller
Spring Is Here (1930),Comedy|Musical|Romance
L'Ì©cole pour tous (2006),Comedy
The Elephant Man (1982),Biography|Drama
No Questions Asked (1951),Drama|Film-Noir
Riff-Raff (1947),Adventure|Comedy|Drama
On the Inside (2011),Drama|Thriller
Solomon and Sheba (1959),Drama|History|Romance
The Heavy (2010),Thriller
Water (1985),Adventure|Comedy|Drama
Ground Control (1998),Action|Adventure|Drama
Guy X (2005),Comedy|War
Perkins' 14 (2009),Horror|Thriller
Tell Them Willie Boy Is Here (1969),Drama|Western
The Hunters (2011),Crime|Horror|Thriller
The Sea Chase (1955),Action|Drama|War
Incubus (2006),Horror|Mystery|Thriller
Kevin Hart: Seriously Funny (2010),Comedy
Shark Attack 2 (2000),Horror|Thriller
The Reptile (1966),Horror
Winnetou: The Red Gentleman (1964),Western|Adventure
Un mari de trop (2010),Comedy|Romance
Scooby-Doo! Camp Scare (2010),Animation|Adventure|Comedy
Half of a Yellow Sun (2013),Drama|Romance
"Hey There, It's Yogi Bear (1964)",Animation|Adventure|Comedy
Top Sensation (1969),Drama
Il dolce corpo di Deborah (1968),Drama|Horror|Mystery
CosÌÂ dolce... cosÌÂ perversa (1969),Mystery|Thriller
MÌ_nner zum Knutschen (2012),Comedy|Romance
Lille Fridolf blir morfar (1957),Comedy
Familjen,Crime|Mystery|Thriller
The Stranger's Return (1933),Comedy|Drama
Weary River (1929),Drama|Romance
Koran by Heart (2011),Documentary|News
The Affairs of Martha (1942),Comedy|Romance
Nuit et jour (1991),Drama
Three Night Stand (2013),Comedy|Drama
The Hangman (1959),Western
Me'Ahorei Hasoragim (1984),Drama
Paradise for Three (1938),Romance|Comedy
The Feathered Serpent (1948),Comedy|Crime|Horror
In His Father's Shoes (1997),Drama
Jim Norton: Please Be Offended (2012),Documentary|Comedy
We Were Dancing (1942),Comedy|Romance
The Secret of Dr. Kildare (1939),Drama
The Sky Dragon (1949),Adventure|Comedy|Crime
The Man Without a Map (1968),Mystery
PT 109 (1963),Biography|Drama|War
Noah's Ark,Adventure|Drama|Romance
Le guetteur (2012),Action|Crime|Thriller
When a Stranger Calls Back (1993),Horror|Mystery|Thriller
Mister Magoo's Christmas Carol (1962),Animation|Comedy|Drama
Ritual (2012),Thriller
Master of the World (1961),Sci-Fi|Adventure
Tooth Fairy 2 (2012),Comedy|Family
In Name Only (1939),Drama|Romance
Love's Kitchen (2011),Comedy|Drama|Romance
"Stay Away, Joe (1968)",Comedy|Musical|Romance
They Call Me Renegade (1987),Action|Adventure|Comedy
The Diary of Anne Frank,Biography|Drama|War
Wishcraft (2002),Horror
Knights (1993),Action|Adventure|Sci-Fi
The Chatterley Affair (2006),Drama|Romance
Fanny Hill,Drama|Romance
The Suspicions of Mr Whicher: The Murder at Road Hill House (2011),Crime|Drama|Mystery
The Last Wagon (1956),Adventure|Drama|Western
The Philly Kid (2012),Action|Drama|Sport
Ping Pong Summer (2014),Comedy|Drama
Sabretooth (2002),Action|Adventure|Horror
Pride and Prejudice,Comedy|Drama|Romance
Sometimes They Come Back... for More (1998),Horror
Kid Galahad (1962),Drama|Musical|Sport
The Captains (2011),Documentary|Biography
Homeboy (1988),Crime|Drama|Romance
Merlin's Apprentice,Adventure|Fantasy
The Siege of Firebase Gloria (1989),Action|Drama|War
The Bumblebee Flies Anyway (1999),Drama|Romance
Oasis of the Zombies (1982),Horror
The Land Before Time VII: The Stone of Cold Fire (2000),Animation|Adventure|Family
The Amazing Dr. Clitterhouse (1938),Crime|Drama
The Freebie (2010),Comedy|Drama
The Violent Kind (2010),Horror
Ricky Gervais: Out of England - The Stand-Up Special (2008),Documentary|Comedy
E poi lo chiamarono il magnifico (1972),Action|Comedy|Western
Winnetou: The Last Shot (1965),Action|Adventure|Western
Soccer Dog: The Movie (1999),Comedy|Family|Sport
Ice Soldiers (2013),Action|Sci-Fi
Maniac (1934),Horror
Wild Cherry (2009),Comedy
La chiave (1983),Drama|History|Romance
The Roost (2005),Horror|Thriller
Sonny Boy (2011),Drama|Romance|War
Vampires: The Turning (2005),Action|Horror|Thriller
Siren (2010),Horror
The Land Before Time IX: Journey to the Big Water (2002),Animation|Adventure|Family
Love N' Dancing (2009),Drama|Romance
Walking Tall: The Payback (2007),Action|Adventure|Crime
The Way West (1967),Adventure|Western
Shock (1946),Film-Noir|Thriller
Mask Maker (2011),Horror
Thorne: Sleepyhead (2010),Crime|Drama|Mystery
La Mission (2009),Drama
Stir of Echoes: The Homecoming (2007),Horror|Thriller
The Outrage (1964),Drama|Western|Crime
The Canterville Ghost (1996),Family|Drama|Fantasy
Dirkie (1969),Adventure|Drama|Thriller
Somewhere in Sonora (1933),Action|Comedy|Drama
Let the Good Times Roll (1973),Documentary|Music
The Vanishing American (1925),Western
TekWar: TekJustice (1994),Sci-Fi
Thunder Birds: Soldiers of the Air (1942),Drama|Romance|War
Murder Is My Beat (1955),Film-Noir|Mystery
Sam Peckinpah's West: Legacy of a Hollywood Renegade (2004),Documentary
The White Sister (1923),Drama|Romance
The Naughty Flirt (1931),Comedy|Drama|Romance
The Law and Jake Wade (1958),Western
Without Men (2011),Comedy
Das doppelte Lottchen (1950),Family|Comedy
The Land Before Time VIII: The Big Freeze (2001),Animation|Adventure|Family
Who's Minding the Store? (1963),Comedy
The Six Million Dollar Man (1973),Adventure|Sci-Fi
The Love Letter (1998),Fantasy|Romance
The Land Before Time X: The Great Longneck Migration (2003),Animation|Adventure|Family
The Deadly Bees (1966),Drama|Horror|Mystery
They Came from Beyond Space (1967),Adventure|Sci-Fi
Girly (1970),Comedy|Crime|Horror
Tales That Witness Madness (1973),Horror
Son of Dracula (1974),Comedy|Horror|Musical
The Ghoul (1975),Horror|Thriller
Dark Tower (1989),Horror|Mystery|Thriller
Hard Times (2009),Comedy|Drama
Supernova (2005),Action|Adventure|Drama
Kissin' Cousins (1964),Comedy|Musical|Romance
Mes chÌ¬res Ì©tudes (2010),Drama|Romance
JLA Adventures: Trapped in Time (2014),Animation|Action|Sci-Fi
Joy Ride 3: Road Kill (2014),Crime|Horror
Inside Out (2011),Crime|Drama
The Karate Dog (2005),Action|Comedy|Crime
Since You've Been Gone (1998),Comedy|Romance
Peter and Vandy (2009),Drama|Romance
Hercules and the Amazon Women (1994),Fantasy|Action|Adventure
Howling VI: The Freaks (1991),Comedy|Drama|Horror
Vi hade i alla fall tur med vÌ_dret (1980),Comedy
Tomorrow You're Gone (2012),Thriller
Wicked Blood (2014),Action|Crime|Drama
Killer Pad (2008),Comedy|Horror
"What Did You Do in the War, Daddy? (1966)",Comedy|War
Rachel and the Stranger (1948),Adventure|Western
The Indian Fighter (1955),Western
"Little Fish, Strange Pond (2009)",Comedy|Crime|Drama
Trading Mom (1994),Comedy|Family|Fantasy
MVP: Most Vertical Primate (2001),Comedy|Family|Sport
Air Bud: Seventh Inning Fetch (2002),Comedy|Drama|Family
Chestnut: Hero of Central Park (2004),Drama|Family
Spymate (2006),Adventure|Family
Air Buddies (2006),Adventure|Comedy|Family
The Search for Santa Paws (2010),Adventure|Family|Fantasy
Treasure Buddies (2012),Comedy|Family
Santa Paws 2: The Santa Pups (2012),Adventure|Family
Super Buddies (2013),Family
Malicious (1995),Drama|Thriller
Warlock III: The End of Innocence (1999),Fantasy|Horror
The Lost Tribe (2009),Adventure|Horror|Thriller
Jim Thorpe -- All-American (1951),Biography|Drama|Sport
Guns for San Sebastian (1968),Action|Adventure|Drama
Assault of the Party Nerds (1989),Comedy
Assault of the Party Nerds 2: The Heavy Petting Detective (1995),Comedy
Popstar (2005),Comedy|Family|Romance
Miracle Dogs Too (2006),Drama|Family
InSight (2011),Drama|Mystery|Thriller
In the Dark (2013),Drama|Mystery|Thriller
Non-Stop (2013),Drama|Mystery|Thriller
Expecting Amish (2014),Drama
Rough Riders,Action|Drama|History
The Devil's Brother (1933),Comedy|Musical
TekWar: TekLab (1994),Sci-Fi
TekWar: TekLords (1994),Sci-Fi
Musical Chairs (2011),Drama|Romance
John Loves Mary (1949),Comedy
The Underneath (2013),Action|Sci-Fi|Thriller
The Deep Six (1958),War|Drama
La demora (2012),Drama
The Telegraph Trail (1933),Western
The Moonlighter (1953),Western
Nervous Ticks (1992),Comedy|Romance
Man of the Moment (1955),Comedy
Oliver Twist (1982),Crime|Drama
Pretty Devils (1999),Comedy|Drama
Music for Millions (1944),Comedy|Drama|Music
Wild Orchids (1929),Romance|Drama
Movers & Shakers (1985),Comedy
Nancy Drew... Trouble Shooter (1939),Comedy|Mystery
Mosquita y Mari (2012),Drama
L'espion (1966),Drama|Thriller
Nochnoy prodavets (2005),Comedy|Thriller
Jabberwock (2011),Action|Adventure|Fantasy
Sunday Too Far Away (1975),Drama
Nana (1926),Drama|Romance
Heaven with a Gun (1969),Western
Nancy Drew and the Hidden Staircase (1939),Comedy|Crime|Mystery
Stranded (2002),Adventure|Action|Fantasy
Moroz po kozhe (2007),Thriller|Drama
Nancy Drew: Detective (1938),Comedy|Mystery
The Little Rascals Save the Day (2014),Comedy|Family
"Love, Cheat & Steal (1993)",Thriller
Ticket Out (2012),Thriller
Love Nest (1951),Comedy|Drama|Romance
Jigsaw (1949),Crime|Drama|Film-Noir
Oliver Twist,Drama
S*P*Y*S (1974),Action|Comedy
Older Than America (2008),Drama
The Piano Player (2002),Action|Drama|Thriller
The Man Who Came Back (2008),Action|Drama|Western
C'era una volta (1967),Comedy|Fantasy|Romance
Waterborne (2005),Drama
Oblivion (1994),Adventure|Comedy|Sci-Fi
Mosquito Squadron (1969),War|Drama
Night of Dark Shadows (1971),Drama|Horror|Mystery
The Thirst (2006),Horror
Mostly Ghostly (2008),Family|Fantasy|Horror
Muscle Beach Party (1964),Comedy|Musical
The Old Dark House (1963),Comedy|Horror|Mystery
Necrosis (2009),Horror|Thriller
Hot Water (1924),Comedy
JÌÈsan-nin no shikaku (1963),Adventure|Action
Nemesis 3: Time Lapse (1996),Action|Thriller|Sci-Fi
None But the Brave (1965),Drama|War
The 7 Adventures of Sinbad (2010),Action|Adventure|Fantasy
My 5 Wives (2000),Comedy
My Brother the Pig (1999),Comedy|Family|Fantasy
Napoleon (1995),Adventure|Family
Jack Frost (1979),Animation|Family|Fantasy
Love Birds (2011),Comedy|Romance
Monster (2008),Action|Horror|Thriller
The Road Killers (1994),Action|Crime|Drama
The Curse of the Mummy's Tomb (1964),Horror|Thriller
Stick (1985),Action|Crime|Drama
Tic Tac (1997),Drama|Thriller
The 39 Steps (1959),Comedy|Crime|Drama
The Duchess and the Dirtwater Fox (1976),Comedy|Western
Skyjacked (1972),Action|Adventure|Drama
The Millionairess (1960),Comedy|Drama|Romance
Legacy (2010),Thriller
The New Centurions (1972),Action|Crime|Drama
Sands of Oblivion (2007),Action|Adventure|Fantasy
Tempted (2001),Thriller
Piranha (1995),Horror
Just for Kicks (2003),Adventure|Comedy|Family
Intermedio (2005),Horror|Thriller
The Last Flight (1931),Drama
Space Chimps 2: Zartog Strikes Back (2010),Animation|Family|Sci-Fi
Pack Up Your Troubles (1932),Comedy|War
The Tooth Fairy (2006),Horror|Thriller
"If It's Tuesday, This Must Be Belgium (1969)",Adventure|Comedy|Romance
The Bad Mother's Handbook (2007),Comedy|Drama
Starlift (1951),Musical
The Firefly (1937),History|Musical|Romance
Naked Violence (1969),Crime|Drama|Thriller
The Italian Connection (1972),Action|Crime|Thriller
La seduzione (1973),Drama|Romance
Colpo in canna (1975),Action
Kidnap Syndicate (1975),Crime
Rulers of the City (1976),Crime|Thriller
To Be Twenty (1978),Comedy|Drama
Torrente 4 (2011),Action|Comedy|Crime
Torrente 5: OperaciÌ_n Eurovegas (2014),Action|Comedy
Tengo ganas de ti (2012),Drama|Romance
Mad Max: Fury Road (2015),Action|Adventure|Sci-Fi
Insidious: Chapter 3 (2015),Horror|Thriller
Star Wars: Episode VII - The Force Awakens (2015),Action|Adventure|Fantasy
Ben-Hur (2016),Action|Adventure|Drama
Warcraft (2016),Action|Adventure|Fantasy
Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi
Avatar 2,Action|Adventure|Fantasy
Ant-Man (2015),Action|Adventure|Comedy
Fantastic Four (2015),Action|Adventure|Sci-Fi
Deadpool (2016),Action|Adventure|Comedy
Captain America: Civil War (2016),Action|Adventure|Sci-Fi
X-Men: Apocalypse (2016),Action|Adventure|Sci-Fi
Manolito Gafotas (1999),Comedy|Family
El robobo de la jojoya (1991),Comedy
Elsa & Fred (2014),Comedy|Drama|Romance
DÌ_as de fÌ¼tbol (2003),Comedy
Too Late Blues (1961),Drama
Melbourne (2014),Drama
Clear History (2013),Comedy
The Identical (2014),Drama|Music
The Trans-Atlantic Mystery (1932),Short|Mystery
The Gamers: Hands of Fate (2013),Adventure|Comedy|Fantasy
Les combattants (2014),Comedy|Romance
Mare Nostrum (1926),War
Skylark (1941),Comedy|Romance
The Gambler Returns: The Luck of the Draw (1991),Western
The Affairs of Annabel (1938),Comedy
Montana Belle (1952),Western
The Clown (1953),Drama
In the Blood (2006),Horror|Thriller
Lizzie (1957),Drama
Magic Boy (1959),Animation|Family|Adventure
Someone to Love (1987),Comedy|Drama|Romance
The Savage Seven (1968),Action|Crime|Drama
I Don't Buy Kisses Anymore (1992),Comedy|Romance
Heidi (1952),Drama|Family
"Mary Stevens, M.D. (1933)",Drama
El premio (2011),Drama
Man Made Monster (1941),Drama|Horror|Sci-Fi
Horror Island (1941),Horror|Mystery|Thriller
Mad Mission V: The Terracotta Hit (1989),Action|Comedy|Crime
Pagan Love Song (1950),Musical|Romance
The Golden Age of Comedy (1957),Comedy|Documentary
Stalingrad (1990),Drama|War
The Tsunami and the Cherry Blossom (2011),Documentary|Short
JÌ_Ì_hyvÌ_iset presidentille (1987),Crime|Thriller
Sankofa (1993),Drama
Teza (2008),Drama
Talk About a Stranger (1952),Drama|Film-Noir|Mystery
Right Cross (1950),Drama|Sport
The Miracle Worker,Animation|Action|Adventure
Ìö tornato Sabata... hai chiuso un'altra volta! (1971),Western
The McKenzie Break (1970),War|Drama|Action
Mercy (2009),Drama|Romance
Happily N'Ever After 2 (2009),Animation|Adventure|Comedy
Left for Dead (2007),Action|Horror|Western
Hotel (2004),Drama|Horror|Mystery
The Hearse (1980),Horror
Voyage of the Unicorn (2001),Fantasy|Adventure
The Phantom of the Opera,Drama|Music|Mystery
P.U.N.K.S. (1999),Comedy|Sci-Fi
When a Man Falls (2007),Drama|Thriller
Springfield Rifle (1952),War|Western
Why Be Good? (1929),Comedy|Drama|Romance
Ekspeditionen til verdens ende (2013),Documentary|Adventure|Comedy
La jalousie (2013),Drama
Radio tekee murron (1951),Comedy|Crime|Thriller
Magic Kid (1993),Action|Comedy|Family
The Hoodlum Priest (1961),Drama
The Divine Woman (1928),Drama|Romance
Russkies (1987),Drama
Hercules: The Legendary Journeys - Hercules and the Lost Kingdom (1994),Fantasy|Action|Adventure
Rites of Passage (2012),Thriller
The Suspect (2013),Thriller
Mongolian Death Worm (2010),Action|Horror|Sci-Fi
Winter Break (2003),Comedy|Drama
The Facility (2012),Horror
Shredderman Rules (2007),Comedy|Family
Man on Fire (1987),Action|Drama|Thriller
Okhota na Piranyu (2006),Action|Crime|Thriller
Ironclad: Battle for Blood (2014),Action|Adventure
The Land Before Time XI: Invasion of the Tinysauruses (2005),Animation|Adventure|Family
See Girl Run (2012),Drama|Romance
Ritual (2002),Horror
Head Office (1985),Comedy
Jim Jefferies: I Swear to God (2009),Comedy
Social Nightmare (2013),Drama|Horror|Mystery
Once Fallen (2010),Crime
The Magic Box (1951),Biography|Drama
The Adventures of Tartu (1943),Drama|Romance|Thriller
Knight Without Armor (1937),Adventure|Drama|History
Underbara Ì_lskade (2006),Drama
The Pelayos (2012),Action|Drama
The Flesh and the Fiends (1960),Crime|Drama|Horror
The Lion Has Wings (1939),Drama|War
Sanders of the River (1935),Adventure|Drama
The Macomber Affair (1947),Adventure
"Cry, the Beloved Country (1951)",Drama
Address Unknown (1944),Drama
The Great Man (1956),Drama
I Accuse! (1958),Biography|Drama|History
State Fair (1962),Musical|Romance
Kill Katie Malone (2010),Horror|Thriller
Spitfire (1942),Adventure|Biography|Drama
The Sacketts,Western
Rio Conchos (1964),Action|Drama|War
Hercules: The Legendary Journeys - Hercules and the Circle of Fire (1994),Fantasy|Action|Adventure
June Bride (1948),Comedy
Katherine (1975),Drama
Roswell (1994),Drama|Mystery|Sci-Fi
The Ballad of Lucy Whipple (2001),Drama|Family|Mystery
Taken,Drama|Sci-Fi
Oni srazhalis za rodinu (1975),Drama|War
Welcome to Hard Times (1967),Drama|Western
The Lost Continent (1968),Adventure|Fantasy
The Incredible 2-Headed Transplant (1971),Horror|Sci-Fi
Scrooge (1935),Drama|Family|Fantasy
Knife Fight (2012),Drama
Suddenly (2013),Crime|Thriller
Tornado! (1996),Action|Drama
The Opposite Sex (1956),Comedy|Musical|Romance
Mischief Night (2013),Drama|Horror|Thriller
Saratoga (1937),Drama|Comedy|Romance
Legendary (2013),Action|Adventure|Sci-Fi
Red Riding Hood (2006),Adventure|Family|Musical
The Man from the Alamo (1953),Western
Lucrezia Borgia (1935),Drama|History|Romance
I Accuse (1938),Drama|Horror|Sci-Fi
La tour de Nesle (1955),Drama|History
Heatseeker (1995),Action|Drama|Sci-Fi
Le sauvage (1975),Adventure|Comedy|Drama
The Unholy (1988),Horror
